text,domain
Cannot pass a URL to mozilla at the commandline to have the current session load the URL.,firefox
I expect control-b to pull up the bookmark manager,firefox
expand the size of the search tool,firefox
double-clicking a bookmark doesn't transfer focus.,firefox
F2 to edit the location bar.,firefox
control-tab,firefox
Cannot search URL (location),firefox
Dragging a bookmark away,firefox
bookmark manager functionality - find function,firefox
ctrl-shift-f to pull up a favoured search engine -- user-definable hotkeys,firefox
optional download history,firefox
download sidebar: some downloads are sticky and at 0% next session.,firefox
F11 - 'actual' fullscreen (without a toolbar),firefox
occasionally forced to manually delete the lock file,firefox
Popup-window blocking doesn't work,firefox
SSL 'invalid certificate' dialog wrong size,firefox
Tabs from context menus load in background,firefox
saving tar.gz files appends extra .tar extension,firefox
Closing browser from File Menu closes all windows,firefox
"Menubar stays inactive when customize toolbar ""Done"" button is clicked",firefox
implement support for mozilla-style sidebar panels,firefox
Home button goes to mozilla.org,firefox
Negative percentage on download sidebar,firefox
Should be able to manually open a blocked pop-up,firefox
phoenix should have a splash screen,firefox
some dlls import CPPRMI36.DLL instead of MOZRMI36.DLL,firefox
ctrl-d (add bookmark) does not prompt for a description,firefox
Current URL Does Not Show In URL Line,firefox
Dialog box size for Customize Toolbars,firefox
cannot compile phoenix with --enable-static,firefox
Bookmark-Toolbar Expand-Onmouseover,firefox
Dragging links to the URL bar doesn't work as expected,firefox
Mouse-Wheel,firefox
Phoenix does not start,firefox
Block images that link to ad servers,firefox
Phoenix locks upon completion of a large download,firefox
Hangs when viewing page with Flash if plug-in installed,firefox
Thumb mouse button unused,firefox
It is possible to open NC:BookmarksRoot group bookmark,firefox
right-click k on a url intermittantly does nothing,firefox
Unable to run Phoenix nightlies on RedHat 6.2,firefox
Navigation keys / mouse wheel does not work with Acrobat PDF files,firefox
Java Plugin,firefox
Title displayed with error,firefox
need ability to manage passwords,firefox
thumbnail is not working,firefox
Toolbar buttons don't stay to left of menubar when placed there,firefox
"A ""Open Location"" menu item",firefox
Phoenix crashes in forum,firefox
Browser locked if timeout during toolbar customizing,firefox
Chevron appears when the last item on the toolbar is a bookmark folder,firefox
backspace in print preview causing problems,firefox
Wrong version of release notes,firefox
In full screen mode,firefox
URL Bar history drop down displays entries in reverse chronological order,firefox
Drag and drop auto scrolling of bookmark manager causes permanent scroll,firefox
url drop-down menu alligned incorrectly,firefox
The Themes and Extensions pref window layout screwed,firefox
Image swap not working (OK in n4/ie/moz,firefox
Javascript based image changing doesn't work,firefox
Can't do Popup whitelisting from windows opened without status bars,firefox
The menu bar gains height even though items added to it are no taller,firefox
Can not paste in connection settings using context menu,firefox
Crashing (assertion failed) in preferences,firefox
Checkbox 'for the originating Web site only' doesn't check,firefox
New Tab homepage location displays about:blank,firefox
Enable images for the originating website only does not work,firefox
If Windows opens a new link while Firefox is in Print Preview,firefox
Text rendering problem ... lines on top of each other,firefox
ctrl-enter functionality conflicts with mozilla's,firefox
Each tab should have its own close button,firefox
[Moz] Editing Bookmarks URL affects other bookmarks,firefox
Pasting multi-line URLs,firefox
"turning off ""hide tab bar ..."" has no effect until new tab is opened.",firefox
"When Toolbar is in text mode the bookmarks toolbar loses the ""spill over"" chevron icon.",firefox
Phoenix fails to start (win32),firefox
Message dialog pops up that is too small to see the contents of,firefox
Remove internal source viewer completely,firefox
no password manager,firefox
Blank layout after closing first tab,firefox
Google Failed Search Causes GPF,firefox
Javascript image mouseovers not working,firefox
Bookmark-Toolbar Folder-Expansion in manner of Menu Expansion,firefox
.ace files,firefox
"unchecking ""enable images"" in prefs does not disable images",firefox
Auto-evolve to next release,firefox
Bookmarks can no longer be rearranged on Bookmark Toolbar,firefox
Phoenix crashes on startup,firefox
Phoenix does not build under BeOS,firefox
setting browser.urlbar.autoFill does not make the URL Bar auto-fill,firefox
Should not add www. and .com when www. already present,firefox
printing marked text in a frame causes messed up printout,firefox
Custom keybinding for 'open URL in new tab',firefox
Toolbar editor and large fonts,firefox
"JavaScript ""navigator.cookieEnabled"" does not work.",firefox
Can't customize toolbar after javascript console,firefox
keystroke compatibility with mozilla 1.X,firefox
Extension toolbars not being added to view list,firefox
No defaults for #ifdefs in DTD files cause platforms not to come up,firefox
Need os RC file,firefox
Wrong display of personal bookmarks (stacked),firefox
Browser hangs with flash plugin when another app is using sound device,firefox
http:// causes a GPF in Phoenix,firefox
Mousover images do not swap,firefox
Text isn't formatted correctly,firefox
"phoenix doesn't open a ""real"" new window if you click the link to the release-notes in the ""about""-dialog",firefox
Satchel autocomplete only works on first tab,firefox
Ctrl+Enter goes to www.foo.com,firefox
Pushing enter key on a Bookmark Manager folder opens all items under it in tabs,firefox
About box has scroll bars in the UA text box,firefox
remove Help menu from bookmarks and other subwindows,firefox
Opening URL by Home button on toolbar or by Bookmark Manager item doesn't make an entry in history,firefox
Freezes after dropping menu,firefox
google search toolbar doesn't work well when input Chinese,firefox
Phoenix preferences do not show all available fonts.,firefox
Can't save preferences,firefox
Can't choose item from drop down list,firefox
clicked view page info,firefox
opentabfor.windowopen does not open new tab,firefox
img.src doesn't seem to be working.,firefox
Can't control-tab from tab with Adobe Acrobat content,firefox
Multiple downloads fail,firefox
Old page's title remains after clicking back to Acrobat document,firefox
right-click on URL Bar re-selects whole URL,firefox
Long DLL name keeps various things from working on os,firefox
Better Start Script for Firefox,firefox
Site rendering issues,firefox
Phoenix doesn't want bookmarks.html as symbolic link,firefox
"""Decrease Text Size"" wraps around.",firefox
A page continuously stretches to the right side at certain websites,firefox
Extend whitelisting to also cover cookies,firefox
adding htt:// and .com and the end of an address when wanting a new tab,firefox
Encryption warning not persistent,firefox
[cust] Window can be moved when toolbar customization dialog active; dialog doesn't move,firefox
Phoenix does not block popunder,firefox
The status bar is affected by inactive tabs,firefox
URL bar doesn't allow partial selection for copy,firefox
Alt-d address bar shortcut doesn't work with caps lock on,firefox
Chevron box not updated when renamed bookmarks exceed the Bookmark Toolbar,firefox
"Internet Keywords: ""localhost"" goes to ""www.localhost.net.au""",firefox
"""Save image as..."" and ""Save page as..."" right-click context menu don't work",firefox
Phoenix does not run under Windows 95,firefox
"The ""save as"" function for downloading images does not work",firefox
[AltSS] Can't use alternate stylesheets in Mozilla Firebird,firefox
"Menu not accessible after ""Customize..."" toolbar dialog",firefox
Home Page defined in Preferences ignored,firefox
Ctrl+B should open Bookmark Manager,firefox
Two oddities in Print Preview,firefox
address bar dropdown oddity after ctl-enter,firefox
can't save page,firefox
Favicons gone when closing Phoenix via task manager,firefox
add a dropdown menu to the print toolbarbutton,firefox
"""Save Image As..."" doesn't work correctly",firefox
Auto-reloading IFRAME kills favicon,firefox
[cust] When dragging a text-entry item no text editing should be allowed,firefox
Can not manually edit Download directory path,firefox
can't select search engine; can't perform web search,firefox
phoenix 0.4 hangs when accessing http://,firefox
Use of toolbar customization leaves menu bar grayed-out,firefox
can't add a tab web page from address bar using ctrl + enter,firefox
The close() method of the window object does not function.,firefox
